customer_id,device_platform,marketing_channels,account_created_date
1556429,iOS,Other,3/16/20
1556453,Android,Varo Home,3/16/20
1556464,Android,Other,3/16/20
1556517,Android,Google,3/16/20
1556526,iOS,Other,3/16/20
1556544,Android,Google,3/16/20
1556557,iOS,Snapchat,3/16/20
1556588,Android,Google,3/16/20
1556600,Android,Google,3/16/20
1556622,iOS,Other,3/16/20
1556765,Android,Referral,3/16/20
1556792,Android,Google,3/16/20
1556811,iOS,Facebook,3/16/20
1556840,iOS,Facebook,3/16/20
1556877,Android,Google,3/16/20
1556888,Android,Google,3/16/20
1556895,Android,Facebook,3/16/20
1556923,Android,Varo Home,3/16/20
1556969,Android,Referral,3/16/20
1556971,Android,Google,3/16/20
1557007,Android,Google,3/16/20
1557082,Android,Google,3/16/20
1557096,iOS,Other,3/16/20
1557108,iOS,Snapchat,3/16/20
1557118,Android,Google,3/16/20
1557219,Android,Google,3/16/20
1557225,Android,Varo Home,3/16/20
1557234,Android,Google,3/16/20
1557283,iOS,Snapchat,3/16/20
1557294,Android,Google,3/16/20
1557302,Android,Google,3/16/20
1557309,Android,Other,3/16/20
1557314,iOS,Google,3/16/20
1557356,iOS,Facebook,3/16/20
1557361,iOS,Varo Home,3/16/20
1557399,Android,Google,3/16/20
1557406,iOS,Referral,3/16/20
1531381,Android,Facebook,3/17/20
1531383,iOS,Varo Home,3/17/20
1531391,Android,Varo Home,3/17/20
1531392,Android,Varo Home,3/17/20
1531410,iOS,Other,3/17/20
1531427,iOS,Other,3/17/20
1531443,Android,Other,3/17/20
1531468,Android,Google,3/17/20
1531497,Android,Google,3/17/20
1531511,iOS,Google,3/17/20
1531512,Android,Other,3/17/20
1531577,Android,Facebook,3/17/20
1531580,iOS,Varo Home,3/17/20
1531612,Android,Google,3/17/20
1531665,iOS,Other,3/17/20
1531696,iOS,Referral,3/17/20
1531765,iOS,Facebook,3/17/20
1531783,Android,Other,3/17/20
1531864,iOS,Other,3/17/20
1531910,Android,Google,3/17/20
1531923,Android,Referral,3/17/20
1531978,Android,Google,3/17/20
1532030,iOS,Google,3/17/20
1532073,Android,Google,3/17/20
1532085,Android,Google,3/17/20
1532110,Android,Google,3/17/20
1532225,Android,Other,3/17/20
1532288,Android,Google,3/17/20
1532312,iOS,Facebook,3/17/20
1532317,Android,Google,3/17/20
1532410,Android,Google,3/17/20
1532454,Android,Facebook,3/17/20
1532523,Android,Facebook,3/17/20
1532537,iOS,Other,3/17/20
1532554,Android,Google,3/17/20
1532619,Android,Referral,3/17/20
1532648,iOS,Varo Home,3/17/20
1532651,iOS,Google,3/17/20
1532672,iOS,Other,3/17/20
1532696,iOS,Varo Home,3/17/20
1532697,iOS,Referral,3/17/20
1532708,iOS,Varo Home,3/17/20
1532713,Android,Other,3/17/20
1532817,iOS,Other,3/17/20
1532832,iOS,Google,3/17/20
1532842,Android,Google,3/17/20
1532935,Android,Google,3/17/20
1532968,Android,Facebook,3/17/20
1532997,Android,Google,3/17/20
1533013,Android,Google,3/17/20
1533039,Android,Facebook,3/17/20
1533084,Android,Google,3/17/20
1533110,iOS,Varo Home,3/17/20
1533131,Android,Referral,3/17/20
1533134,Android,Varo Home,3/17/20
1533151,iOS,Apple Search,3/17/20
1533163,Android,Other,3/17/20
1533198,Android,Facebook,3/17/20
1533201,Android,Varo Home,3/17/20
1533260,Android,Google,3/17/20
1533263,Android,Facebook,3/17/20
1533325,iOS,Facebook,3/17/20
1533391,Android,Facebook,3/17/20
1533392,iOS,Apple Search,3/17/20
1533446,Android,Referral,3/17/20
1533530,iOS,Google,3/17/20
1533594,Android,Facebook,3/17/20
1533637,iOS,Varo Home,3/17/20
1533648,Android,Facebook,3/17/20
1533661,Android,Other,3/17/20
1533671,Android,Google,3/17/20
1533722,iOS,Snapchat,3/17/20
1533741,Android,Google,3/17/20
1533765,Android,Varo Home,3/17/20
1533773,iOS,Other,3/17/20
1533774,Android,Google,3/17/20
1533835,Android,Facebook,3/17/20
1534022,Android,Google,3/17/20
1534049,Android,Other,3/17/20
1534065,iOS,Varo Home,3/17/20
1534105,iOS,Other,3/17/20
1534124,Android,Google,3/17/20
1534137,Android,Facebook,3/17/20
1534179,iOS,Other,3/17/20
1534210,Android,Google,3/17/20
1534233,iOS,Snapchat,3/17/20
1534267,iOS,Other,3/17/20
1534316,Android,Google,3/17/20
1534318,Android,Google,3/17/20
1534337,Android,Google,3/17/20
1534356,iOS,Other,3/17/20
1534398,Android,Google,3/17/20
1534420,Android,Facebook,3/17/20
1534451,Android,Google,3/17/20
1534461,Android,Google,3/17/20
1534480,Android,Varo Home,3/17/20
1534509,Android,Other,3/17/20
1534519,Android,Google,3/17/20
1534523,Android,Facebook,3/17/20
1534532,iOS,Google,3/17/20
1534564,Android,Other,3/17/20
1534622,Android,Referral,3/17/20
1534637,Android,Google,3/17/20
1534650,Android,Facebook,3/17/20
1534661,iOS,Snapchat,3/17/20
1534662,Android,Google,3/17/20
1534665,Android,Facebook,3/17/20
1534671,iOS,Referral,3/17/20
1534692,iOS,Other,3/17/20
1534697,iOS,Other,3/17/20
1534708,Android,Other,3/17/20
1534737,Android,Referral,3/17/20
1534805,Android,Other,3/17/20
1534807,Android,Google,3/17/20
1534838,Android,Facebook,3/17/20
1534851,Android,Varo Home,3/17/20
1534855,Android,Other,3/17/20
1534939,Android,Facebook,3/17/20
1534940,iOS,Other,3/17/20
1534963,iOS,Facebook,3/17/20
1534970,iOS,Other,3/17/20
1535012,Android,Facebook,3/17/20
1535032,Android,Other,3/17/20
1535036,Android,Referral,3/17/20
1535038,Android,Other,3/17/20
1535148,Android,Other,3/17/20
1535160,Android,Facebook,3/17/20
1535220,Android,Referral,3/17/20
1535252,iOS,Snapchat,3/17/20
1535299,Android,Facebook,3/17/20
1535341,iOS,Referral,3/17/20
1535346,iOS,Google,3/17/20
1535363,Android,Facebook,3/17/20
1535375,Android,Facebook,3/17/20
1535413,Android,Varo Home,3/17/20
1535468,Android,Other,3/17/20
1535484,iOS,Varo Home,3/17/20
1535548,Android,Google,3/17/20
1535560,Android,Other,3/17/20
1535567,iOS,Other,3/17/20
1535569,iOS,Snapchat,3/17/20
1535587,Android,Google,3/17/20
1535601,iOS,Varo Home,3/17/20
1535618,Android,Other,3/17/20
1535621,iOS,Google,3/17/20
1535629,Android,Other,3/17/20
1535640,Android,Facebook,3/17/20
1535645,Android,Facebook,3/17/20
1535790,Android,Google,3/17/20
1535798,iOS,Other,3/17/20
1535821,Android,Other,3/17/20
1535831,Android,Google,3/17/20
1535869,iOS,Other,3/17/20
1535880,Android,Google,3/17/20
1535887,iOS,Google,3/17/20
1535894,iOS,Other,3/17/20
1535910,Android,Facebook,3/17/20
1535956,Android,Google,3/17/20
1536022,iOS,Varo Home,3/17/20
1536112,iOS,Apple Search,3/17/20
1536164,Android,Other,3/17/20
1536170,Android,Other,3/17/20
1536197,Android,Facebook,3/17/20
1536207,iOS,Other,3/17/20
1536296,Android,Facebook,3/17/20
1536305,Android,Other,3/17/20
1536311,Android,Google,3/17/20
1536341,Android,Varo Home,3/17/20
1536352,iOS,Referral,3/17/20
1536355,Android,Other,3/17/20
1536385,Android,Google,3/17/20
1536392,iOS,Other,3/17/20
1536443,Android,Other,3/17/20
1536448,Android,Google,3/17/20
1536460,Android,Other,3/17/20
1536461,iOS,Apple Search,3/17/20
1536616,iOS,Apple Search,3/17/20
1536620,iOS,Google,3/17/20
1536628,Android,Google,3/17/20
1536630,Android,Facebook,3/17/20
1536723,Android,Facebook,3/17/20
1536739,Android,Varo Home,3/17/20
1536766,Android,Varo Home,3/17/20
1536883,Android,Other,3/17/20
1536884,Android,Other,3/17/20
1536888,Android,Facebook,3/17/20
1536898,Android,Facebook,3/17/20
1536922,Android,Google,3/17/20
1536940,Android,Other,3/17/20
1537007,Android,Referral,3/17/20
1537030,iOS,Other,3/17/20
1537044,Android,Google,3/17/20
1537064,iOS,Apple Search,3/17/20
1537072,Android,Facebook,3/17/20
1537075,Android,Google,3/17/20
1537103,iOS,Other,3/17/20
1537118,Android,Google,3/17/20
1537221,Android,Google,3/17/20
1537287,Android,Facebook,3/17/20
1537306,Android,Facebook,3/17/20
1537330,Android,Google,3/17/20
1537364,Android,Google,3/17/20
1537376,Android,Facebook,3/17/20
1537400,Android,Referral,3/17/20
1537430,Android,Referral,3/17/20
1537444,Android,Other,3/17/20
1537451,Android,Google,3/17/20
1537485,iOS,Snapchat,3/17/20
1537496,Android,Google,3/17/20
1537503,iOS,Facebook,3/17/20
1537506,Android,Facebook,3/17/20
1537529,Android,Google,3/17/20
1537546,Android,Other,3/17/20
1537563,Android,Google,3/17/20
1537590,Android,Other,3/17/20
1537645,Android,Other,3/17/20
1537680,iOS,Other,3/17/20
1537704,iOS,Referral,3/17/20
1537741,Android,Google,3/17/20
1537748,iOS,Other,3/17/20
1537789,Android,Other,3/17/20
1537802,Android,Google,3/17/20
1537843,iOS,Other,3/17/20
1537878,iOS,Facebook,3/17/20
1537882,iOS,Varo Home,3/17/20
1537888,Android,Referral,3/17/20
1537966,iOS,Google,3/17/20
1538006,iOS,Facebook,3/17/20
1538110,iOS,Apple Search,3/17/20
1538116,Android,Facebook,3/17/20
1538124,iOS,Referral,3/17/20
1538215,Android,Facebook,3/17/20
1538220,Android,Facebook,3/17/20
1538265,Android,Other,3/17/20
1538292,Android,Other,3/17/20
1538297,Android,Facebook,3/17/20
1538334,Android,Google,3/17/20
1538353,Android,Facebook,3/17/20
1538356,Android,Other,3/17/20
1538423,Android,Google,3/17/20
1538479,Android,Facebook,3/17/20
1538500,Android,Google,3/17/20
1538565,Android,Facebook,3/17/20
1538570,Android,Other,3/17/20
1538627,Android,Facebook,3/17/20
1538664,Android,Varo Home,3/17/20
1538761,Android,Facebook,3/17/20
1538768,Android,Google,3/17/20
1538837,Android,Google,3/17/20
1538861,Android,Other,3/17/20
1538871,Android,Google,3/17/20
1538898,Android,Other,3/17/20
1538923,iOS,Other,3/17/20
1538968,Android,Facebook,3/17/20
1539027,Android,Varo Home,3/17/20
1539054,Android,Google,3/17/20
1539059,Android,Google,3/17/20
1539090,Android,Google,3/17/20
1539123,Android,Facebook,3/17/20
1539138,iOS,Other,3/17/20
1539145,Android,Other,3/17/20
1539184,Android,Referral,3/17/20
1539326,Android,Google,3/17/20
1539369,iOS,Other,3/17/20
1539379,Android,Google,3/17/20
1539392,Android,Facebook,3/17/20
1539433,Android,Google,3/17/20
1539434,Android,Varo Home,3/17/20
1539456,Android,Facebook,3/17/20
1539485,iOS,Facebook,3/17/20
1539495,Android,Other,3/17/20
1539556,Android,Facebook,3/17/20
1539563,Android,Other,3/17/20
1539571,Android,Referral,3/17/20
1539596,iOS,Apple Search,3/17/20
1539616,Android,Facebook,3/17/20
1539688,Android,Google,3/17/20
1539712,Android,Google,3/17/20
1539729,Android,Other,3/17/20
1539762,iOS,Google,3/17/20
1539774,iOS,Google,3/17/20
1539795,iOS,Google,3/17/20
1539798,Android,Other,3/17/20
1539830,Android,Referral,3/17/20
1539831,iOS,Varo Home,3/17/20
1539877,iOS,Snapchat,3/17/20
1539918,Android,Other,3/17/20
1539931,Android,Facebook,3/17/20
1539960,Android,Facebook,3/17/20
1539966,Android,Google,3/17/20
1540050,Android,Facebook,3/17/20
1540058,iOS,Google,3/17/20
1540071,iOS,Other,3/17/20
1540152,Android,Google,3/17/20
1540158,iOS,Varo Home,3/17/20
1540181,Android,Facebook,3/17/20
1540202,Android,Google,3/17/20
1540241,Android,Other,3/17/20
1540249,Android,Facebook,3/17/20
1540250,Android,Facebook,3/17/20
1540263,iOS,Other,3/17/20
1540322,Android,Google,3/17/20
1540332,Android,Other,3/17/20
1540385,Android,Google,3/17/20
1540449,Android,Google,3/17/20
1540471,Android,Google,3/17/20
1540521,Android,Other,3/17/20
1540522,iOS,Other,3/17/20
1540523,iOS,Varo Home,3/17/20
1540549,iOS,Snapchat,3/17/20
1540595,iOS,Google,3/17/20
1540636,Android,Varo Home,3/17/20
1540662,Android,Google,3/17/20
1540679,Android,Other,3/17/20
1540713,Android,Facebook,3/17/20
1540738,Android,Other,3/17/20
1540742,Android,Facebook,3/17/20
1540745,Android,Facebook,3/17/20
1540868,Android,Google,3/17/20
1540909,Android,Other,3/17/20
1540926,Android,Google,3/17/20
1540949,Android,Varo Home,3/17/20
1540996,Android,Referral,3/17/20
1541044,Android,Google,3/17/20
1541155,Android,Other,3/17/20
1541165,iOS,Google,3/17/20
1541172,Android,Other,3/17/20
1541207,Android,Google,3/17/20
1541284,iOS,Facebook,3/17/20
1541331,Android,Facebook,3/17/20
1541357,Android,Other,3/17/20
1541368,iOS,Other,3/17/20
1541384,iOS,Other,3/17/20
1541404,iOS,Other,3/17/20
1541420,Android,Google,3/17/20
1541455,iOS,Apple Search,3/17/20
1541459,iOS,Other,3/17/20
1541512,iOS,Facebook,3/17/20
1541514,iOS,Facebook,3/17/20
1541518,iOS,Referral,3/17/20
1541524,Android,Google,3/17/20
1541548,Android,Google,3/17/20
1541569,Android,Other,3/17/20
1541592,iOS,Facebook,3/17/20
1541611,Android,Referral,3/17/20
1541631,Android,Facebook,3/17/20
1541644,iOS,Other,3/17/20
1541649,Android,Other,3/17/20
1541651,Android,Facebook,3/17/20
1541665,Android,Referral,3/17/20
1541669,Android,Google,3/17/20
1541674,Android,Referral,3/17/20
1541694,iOS,Varo Home,3/17/20
1541734,Android,Google,3/17/20
1541765,Android,Facebook,3/17/20
1541771,iOS,Other,3/17/20
1541812,iOS,Facebook,3/17/20
1541839,Android,Other,3/17/20
1541847,Android,Google,3/17/20
1541898,Android,Varo Home,3/17/20
1542025,Android,Varo Home,3/17/20
1542063,Android,Other,3/17/20
1542095,iOS,Google,3/17/20
1542103,Android,Other,3/17/20
1542139,iOS,Facebook,3/17/20
1542223,iOS,Facebook,3/17/20
1542235,Android,Google,3/17/20
1542250,Android,Facebook,3/17/20
1542314,Android,Google,3/17/20
1542318,iOS,Facebook,3/17/20
1542345,Android,Google,3/17/20
1542379,Android,Facebook,3/17/20
1542403,Android,Google,3/17/20
1542407,Android,Google,3/17/20
1542422,Android,Other,3/17/20
1542438,Android,Other,3/17/20
1542456,Android,Facebook,3/17/20
1542462,Android,Google,3/17/20
1542496,iOS,Other,3/17/20
1542512,Android,Other,3/17/20
1542546,Android,Facebook,3/17/20
1542605,iOS,Facebook,3/17/20
1542609,Android,Google,3/17/20
1542638,iOS,Other,3/17/20
1542660,Android,Referral,3/17/20
1542727,iOS,Google,3/17/20
1542778,Android,Referral,3/17/20
1542789,iOS,Varo Home,3/17/20
1542801,Android,Facebook,3/17/20
1542806,iOS,Varo Home,3/17/20
1542857,Android,Other,3/17/20
1542884,Android,Google,3/17/20
1542896,iOS,Referral,3/17/20
1542900,Android,Google,3/17/20
1542944,Android,Google,3/17/20
1542956,Android,Google,3/17/20
1542980,iOS,Facebook,3/17/20
1543015,Android,Other,3/17/20
1543050,iOS,Facebook,3/17/20
1543091,iOS,Varo Home,3/17/20
1543151,Android,Other,3/17/20
1543220,iOS,Other,3/17/20
1543261,Android,Google,3/17/20
1543281,iOS,Other,3/17/20
1543299,iOS,Facebook,3/17/20
1543363,Android,Facebook,3/17/20
1543410,Android,Google,3/17/20
1543414,iOS,Other,3/17/20
1543425,Android,Google,3/17/20
1543475,Android,Google,3/17/20
1543543,Android,Google,3/17/20
1543549,Android,Google,3/17/20
1543561,Android,Facebook,3/17/20
1543596,Android,Other,3/17/20
1543642,Android,Other,3/17/20
1543685,Android,Facebook,3/17/20
1543781,Android,Google,3/17/20
1543795,Android,Google,3/17/20
1543822,Android,Facebook,3/17/20
1543885,Android,Facebook,3/17/20
1543888,Android,Google,3/17/20
1543905,Android,Google,3/17/20
1543928,Android,Google,3/17/20
1543937,Android,Google,3/17/20
1543959,Android,Google,3/17/20
1544034,Android,Other,3/17/20
1544038,Android,Other,3/17/20
1544056,iOS,Other,3/17/20
1544061,iOS,Snapchat,3/17/20
1544086,Android,Facebook,3/17/20
1544090,Android,Google,3/17/20
1544103,iOS,Referral,3/17/20
1544130,Android,Facebook,3/17/20
1544153,iOS,Apple Search,3/17/20
1544184,Android,Google,3/17/20
1544194,iOS,Snapchat,3/17/20
1544209,Android,Facebook,3/17/20
1544239,iOS,Other,3/17/20
1544240,Android,Facebook,3/17/20
1544260,Android,Other,3/17/20
1544282,Android,Google,3/17/20
1544338,Android,Facebook,3/17/20
1544423,Android,Facebook,3/17/20
1544429,Android,Facebook,3/17/20
1544475,Android,Facebook,3/17/20
1544480,Android,Referral,3/17/20
1544511,Android,Facebook,3/17/20
1544565,Android,Other,3/17/20
1544577,Android,Facebook,3/17/20
1544604,Android,Facebook,3/17/20
1544609,iOS,Other,3/17/20
1544681,Android,Referral,3/17/20
1544682,Android,Referral,3/17/20
1544689,iOS,Varo Home,3/17/20
1544721,Android,Google,3/17/20
1544765,Android,Google,3/17/20
1544814,Android,Facebook,3/17/20
1544817,Android,Other,3/17/20
1544856,iOS,Facebook,3/17/20
1544872,Android,Google,3/17/20
1544878,Android,Google,3/17/20
1544907,iOS,Referral,3/17/20
1544916,Android,Other,3/17/20
1544924,iOS,Google,3/17/20
1544931,Android,Google,3/17/20
1544948,Android,Other,3/17/20
1544996,Android,Google,3/17/20
1545002,iOS,Varo Home,3/17/20
1545030,Android,Varo Home,3/17/20
1545054,Android,Google,3/17/20
1545064,Android,Varo Home,3/17/20
1545202,iOS,Apple Search,3/17/20
1545254,iOS,Other,3/17/20
1545259,Android,Google,3/17/20
1545262,Android,Referral,3/17/20
1545290,Android,Google,3/17/20
1545292,Android,Google,3/17/20
1545296,Android,Google,3/17/20
1545312,iOS,Other,3/17/20
1545331,Android,Facebook,3/17/20
1545359,Android,Google,3/17/20
1545369,iOS,Other,3/17/20
1545429,Android,Google,3/17/20
1545493,Android,Facebook,3/17/20
1545502,Android,Other,3/17/20
1545512,iOS,Snapchat,3/17/20
1545592,Android,Other,3/17/20
1545594,Android,Google,3/17/20
1545606,iOS,Other,3/17/20
1545625,Android,Google,3/17/20
1545640,Android,Facebook,3/17/20
1545727,Android,Google,3/17/20
1545757,Android,Facebook,3/17/20
1545777,Android,Facebook,3/17/20
1545805,Android,Google,3/17/20
1545826,iOS,Facebook,3/17/20
1545828,iOS,Referral,3/17/20
1545874,iOS,Other,3/17/20
1545889,Android,Facebook,3/17/20
1545922,iOS,Other,3/17/20
1545945,Android,Google,3/17/20
1545956,iOS,Snapchat,3/17/20
1545995,iOS,Other,3/17/20
1546042,iOS,Other,3/17/20
1546052,Android,Referral,3/17/20
1546062,Android,Facebook,3/17/20
1546111,iOS,Other,3/17/20
1546115,Android,Varo Home,3/17/20
1546116,Android,Google,3/17/20
1546130,Android,Google,3/17/20
1546132,Android,Google,3/17/20
1546135,Android,Other,3/17/20
1546156,iOS,Other,3/17/20
1546181,Android,Referral,3/17/20
1546305,iOS,Other,3/17/20
1546327,iOS,Facebook,3/17/20
1546330,Android,Other,3/17/20
1546373,iOS,Facebook,3/17/20
1546392,Android,Google,3/17/20
1546445,iOS,Other,3/17/20
1546486,iOS,Varo Home,3/17/20
1546494,iOS,Varo Home,3/17/20
1546500,iOS,Other,3/17/20
1546527,iOS,Other,3/17/20
1546599,Android,Varo Home,3/17/20
1546606,Android,Google,3/17/20
1546671,Android,Google,3/17/20
1546726,Android,Other,3/17/20
1546727,Android,Google,3/17/20
1546734,Android,Facebook,3/17/20
1546816,iOS,Apple Search,3/17/20
1546823,iOS,Other,3/17/20
1546840,Android,Referral,3/17/20
1546846,Android,Google,3/17/20
1546935,Android,Google,3/17/20
1546936,Android,Facebook,3/17/20
1546946,Android,Google,3/17/20
1546962,Android,Referral,3/17/20
1547035,Android,Google,3/17/20
1547045,Android,Other,3/17/20
1547093,Android,Referral,3/17/20
1547101,iOS,Other,3/17/20
1547136,Android,Google,3/17/20
1547147,iOS,Other,3/17/20
1547157,Android,Other,3/17/20
1547177,Android,Varo Home,3/17/20
1547185,Android,Google,3/17/20
1547237,Android,Facebook,3/17/20
1547297,iOS,Varo Home,3/17/20
1547351,Android,Other,3/17/20
1547373,Android,Google,3/17/20
1547383,Android,Google,3/17/20
1547436,iOS,Varo Home,3/17/20
1547462,Android,Google,3/17/20
1547500,Android,Google,3/17/20
1547514,Android,Referral,3/17/20
1547549,Android,Referral,3/17/20
1547639,Android,Google,3/17/20
1547655,Android,Varo Home,3/17/20
1547690,Android,Google,3/17/20
1547714,iOS,Facebook,3/17/20
1547727,iOS,Google,3/17/20
1547781,Android,Other,3/17/20
1547797,Android,Varo Home,3/17/20
1547841,Android,Other,3/17/20
1547855,Android,Other,3/17/20
1547863,Android,Facebook,3/17/20
1547899,Android,Other,3/17/20
1548035,Android,Google,3/17/20
1548042,Android,Google,3/17/20
1548043,Android,Google,3/17/20
1548072,Android,Varo Home,3/17/20
1548079,iOS,Facebook,3/17/20
1548155,iOS,Other,3/17/20
1548156,iOS,Facebook,3/17/20
1548165,Android,Google,3/17/20
1548265,iOS,Snapchat,3/17/20
1548478,iOS,Apple Search,3/17/20
1548490,iOS,Snapchat,3/17/20
1548491,Android,Other,3/17/20
1548496,Android,Facebook,3/17/20
1548499,iOS,Other,3/17/20
1548502,Android,Facebook,3/17/20
1548524,Android,Facebook,3/17/20
1548559,Android,Google,3/17/20
1548563,iOS,Varo Home,3/17/20
1548584,iOS,Facebook,3/17/20
1548601,Android,Google,3/17/20
1548608,Android,Other,3/17/20
1548646,Android,Google,3/17/20
1548675,Android,Facebook,3/17/20
1548713,iOS,Other,3/17/20
1548750,iOS,Varo Home,3/17/20
1548759,Android,Google,3/17/20
1548764,Android,Facebook,3/17/20
1548818,Android,Other,3/17/20
1548849,iOS,Other,3/17/20
1548885,Android,Referral,3/17/20
1548909,iOS,Other,3/17/20
1548937,Android,Other,3/17/20
1549064,Android,Google,3/17/20
1549111,Android,Other,3/17/20
1549123,iOS,Other,3/17/20
1549141,Android,Google,3/17/20
1549179,iOS,Varo Home,3/17/20
1549222,Android,Google,3/17/20
1549330,iOS,Other,3/17/20
1549365,Android,Other,3/17/20
1549390,Android,Other,3/17/20
1549433,Android,Google,3/17/20
1549439,Android,Other,3/17/20
1549440,Android,Google,3/17/20
1549558,Android,Other,3/17/20
1549567,iOS,Referral,3/17/20
1549573,Android,Other,3/17/20
1549661,Android,Google,3/17/20
1549680,Android,Google,3/17/20
1549763,iOS,Referral,3/17/20
1549796,Android,Google,3/17/20
1549797,iOS,Other,3/17/20
1549829,Android,Google,3/17/20
1549850,iOS,Varo Home,3/17/20
1549877,Android,Varo Home,3/17/20
1549946,Android,Google,3/17/20
1549954,Android,Other,3/17/20
1549959,Android,Other,3/17/20
1549985,Android,Google,3/17/20
1550000,iOS,Other,3/17/20
1550018,iOS,Other,3/17/20
1550072,Android,Other,3/17/20
1550117,Android,Google,3/17/20
1550146,Android,Other,3/17/20
1550157,Android,Other,3/17/20
1550165,Android,Other,3/17/20
1550179,Android,Google,3/17/20
1550257,Android,Google,3/17/20
1550285,iOS,Other,3/17/20
1550293,Android,Google,3/17/20
1550298,Android,Google,3/17/20
1550315,iOS,Other,3/17/20
1550364,Android,Other,3/17/20
1550373,Android,Google,3/17/20
1550450,iOS,Referral,3/17/20
1550499,Android,Google,3/17/20
1550504,Android,Other,3/17/20
1550521,iOS,Referral,3/17/20
1550524,Android,Referral,3/17/20
1550528,Android,Google,3/17/20
1550586,iOS,Other,3/17/20
1550631,Android,Google,3/17/20
1550633,Android,Facebook,3/17/20
1550641,Android,Facebook,3/17/20
1550645,Android,Google,3/17/20
1550700,Android,Facebook,3/17/20
1550701,Android,Google,3/17/20
1550719,Android,Facebook,3/17/20
1550747,Android,Varo Home,3/17/20
1550777,iOS,Facebook,3/17/20
1550783,iOS,Google,3/17/20
1550794,Android,Google,3/17/20
1550895,iOS,Snapchat,3/17/20
1550918,Android,Google,3/17/20
1550923,iOS,Other,3/17/20
1550947,Android,Google,3/17/20
1550960,Android,Other,3/17/20
1551082,Android,Other,3/17/20
1551083,Android,Google,3/17/20
1551114,Android,Google,3/17/20
1551183,iOS,Facebook,3/17/20
1551184,iOS,Other,3/17/20
1551218,Android,Other,3/17/20
1551224,Android,Facebook,3/17/20
1551227,Android,Other,3/17/20
1551251,Android,Other,3/17/20
1551286,Android,Facebook,3/17/20
1551305,Android,Google,3/17/20
1551392,Android,Referral,3/17/20
1551446,iOS,Facebook,3/17/20
1551473,Android,Google,3/17/20
1551502,Android,Facebook,3/17/20
1551518,Android,Referral,3/17/20
1551531,Android,Google,3/17/20
1551541,Android,Other,3/17/20
1551572,Android,Other,3/17/20
1551581,Android,Google,3/17/20
1551585,Android,Google,3/17/20
1551655,iOS,Facebook,3/17/20
1551680,Android,Referral,3/17/20
1551709,Android,Facebook,3/17/20
1551763,Android,Other,3/17/20
1551767,iOS,Other,3/17/20
1551769,Android,Other,3/17/20
1551802,Android,Google,3/17/20
1551849,iOS,Varo Home,3/17/20
1551857,Android,Google,3/17/20
1551865,Android,Google,3/17/20
1551913,Android,Google,3/17/20
1551955,Android,Varo Home,3/17/20
1551963,iOS,Google,3/17/20
1551964,Android,Facebook,3/17/20
1551965,iOS,Varo Home,3/17/20
1551978,Android,Varo Home,3/17/20
1551996,Android,Google,3/17/20
1552012,Android,Google,3/17/20
1552017,iOS,Google,3/17/20
1552068,iOS,Snapchat,3/17/20
1552089,iOS,Facebook,3/17/20
1552240,Android,Google,3/17/20
1552243,Android,Google,3/17/20
1552249,Android,Other,3/17/20
1552262,Android,Google,3/17/20
1552315,Android,Google,3/17/20
1552363,iOS,Apple Search,3/17/20
1552387,iOS,Google,3/17/20
1552408,Android,Other,3/17/20
1552565,Android,Varo Home,3/17/20
1552622,iOS,Other,3/17/20
1552638,Android,Other,3/17/20
1552648,iOS,Other,3/17/20
1552659,Android,Other,3/17/20
1552662,Android,Other,3/17/20
1552715,Android,Google,3/17/20
1552743,iOS,Other,3/17/20
1552744,Android,Varo Home,3/17/20
1552751,iOS,Other,3/17/20
1552766,iOS,Referral,3/17/20
1552773,iOS,Google,3/17/20
1552887,Android,Other,3/17/20
1552894,iOS,Facebook,3/17/20
1552911,Android,Other,3/17/20
1552919,Android,Facebook,3/17/20
1552923,Android,Google,3/17/20
1552932,iOS,Facebook,3/17/20
1552950,Android,Referral,3/17/20
1552997,Android,Facebook,3/17/20
1553004,Android,Other,3/17/20
1553007,Android,Google,3/17/20
1553091,Android,Facebook,3/17/20
1553101,Android,Other,3/17/20
1553136,Android,Varo Home,3/17/20
1553154,Android,Facebook,3/17/20
1553172,iOS,Other,3/17/20
1553201,Android,Google,3/17/20
1553231,iOS,Varo Home,3/17/20
1553251,Android,Google,3/17/20
1553289,Android,Facebook,3/17/20
1553323,Android,Google,3/17/20
1553368,Android,Google,3/17/20
1553399,Android,Other,3/17/20
1553411,Android,Referral,3/17/20
1553428,Android,Google,3/17/20
1553468,Android,Google,3/17/20
1553479,iOS,Facebook,3/17/20
1553494,iOS,Other,3/17/20
1553509,Android,Google,3/17/20
1553581,Android,Other,3/17/20
1553587,iOS,Snapchat,3/17/20
1553593,Android,Google,3/17/20
1553612,Android,Varo Home,3/17/20
1553633,Android,Facebook,3/17/20
1553661,Android,Other,3/17/20
1553676,Android,Google,3/17/20
1553729,iOS,Facebook,3/17/20
1553747,Android,Other,3/17/20
1553766,Android,Other,3/17/20
1553778,iOS,Apple Search,3/17/20
1553813,Android,Google,3/17/20
1553831,Android,Facebook,3/17/20
1553839,iOS,Referral,3/17/20
1553858,iOS,Varo Home,3/17/20
1553923,Android,Referral,3/17/20
1553943,Android,Google,3/17/20
1553969,Android,Facebook,3/17/20
1553985,Android,Google,3/17/20
1554004,Android,Facebook,3/17/20
1554066,Android,Varo Home,3/17/20
