customer_id,card_activation_date,
1598642,3/14/20,
1598643,4/20/20,
1598644,3/28/20,
1598645,3/15/20,
1598646,3/14/20,
1598647,3/14/20,
1598648,4/7/20,
1598649,3/16/20,
1598650,3/19/20,
1598651,3/17/20,
1598652,3/18/20,
1598653,4/7/20,
1598654,3/18/20,
1598655,4/16/20,
1598656,3/14/20,
1598657,3/16/20,
1598658,3/16/20,
1598659,3/23/20,
1598660,3/17/20,
1598661,3/17/20,
1598662,3/15/20,
1598663,3/16/20,
1598664,3/16/20,
1598665,3/14/20,
1598666,3/20/20,
1598667,3/13/20,
1598668,3/14/20,
1598669,3/31/20,
1598670,3/15/20,
1598671,3/14/20,
1598672,3/16/20,
1598673,3/20/20,
1598674,3/16/20,
1598675,3/20/20,
1598676,3/14/20,
1598677,3/16/20,
1598678,3/16/20,
1598679,3/14/20,
1598680,3/14/20,
1598681,3/15/20,
1598682,3/26/20,
1598683,3/26/20,
1598684,3/10/20,
1598685,3/9/20,
1598686,4/30/20,
1598687,4/2/20,
1598688,3/14/20,
1598689,4/29/20,
1598690,3/17/20,
1598691,4/7/20,
1598692,4/4/20,
1598693,4/6/20,
1598694,3/14/20,
1598695,3/22/20,
1598696,4/23/20,
1598697,4/5/20,
1598698,4/22/20,
1598699,3/14/20,
1598700,4/22/20,
1598701,4/6/20,
1598702,4/23/20,
1598703,4/10/20,
1598704,4/21/20,
1598705,4/14/20,
1598706,4/17/20,
1598707,3/26/20,
1598708,3/23/20,
1598709,3/26/20,
1598710,3/16/20,
1598711,3/26/20,
1598712,4/9/20,
1598713,3/13/20,
1598714,4/27/20,
1598715,4/21/20,
1598716,4/6/20,
1598717,3/24/20,
1598718,3/10/20,
1598719,4/19/20,
1598720,4/26/20,
1598721,3/14/20,
1598722,4/15/20,
1598723,3/23/20,
1598724,4/30/20,
1598725,4/11/20,
1598726,4/20/20,
1598727,4/9/20,
1598728,4/6/20,
1598729,4/17/20,
1598730,3/9/20,
1598731,3/14/20,
1598732,4/6/20,
1598733,3/20/20,
1598734,3/16/20,
1598735,3/23/20,
1598736,3/24/20,
1598737,4/3/20,
1598738,3/25/20,
1598739,3/9/20,
1598740,4/24/20,
1598741,3/20/20,
1598742,3/10/20,
1598743,3/26/20,
1598744,4/21/20,
1598745,4/12/20,
1598746,4/16/20,
1598747,3/17/20,
1598748,3/12/20,
1598749,3/10/20,
1598750,3/24/20,
1598751,4/27/20,
1598752,3/28/20,
1598753,4/30/20,
1598754,3/13/20,
1598755,3/18/20,
1598756,3/15/20,
1598757,4/14/20,
1598758,3/24/20,
1598759,4/27/20,
1598760,3/23/20,
1598761,3/9/20,
1598762,3/11/20,
1598763,3/12/20,
1598764,4/13/20,
1598765,3/9/20,
1598766,3/11/20,
1598767,4/15/20,
1598768,3/12/20,
1598769,4/20/20,
1598770,3/21/20,
1598771,3/9/20,
1598772,3/9/20,
1598773,3/11/20,
1598774,3/9/20,
1598775,3/12/20,
1598776,3/11/20,
1598777,3/19/20,
1598778,3/22/20,
1598779,3/10/20,
1598780,4/4/20,
1598781,4/8/20,
1598782,3/14/20,
1598783,3/13/20,
1598784,4/9/20,
1598785,3/14/20,
1598786,3/9/20,
1598787,3/11/20,
1598788,3/9/20,
1598789,3/20/20,
1598790,3/13/20,
1598791,3/16/20,
1598792,3/19/20,
1598793,3/10/20,
1598794,4/20/20,
1598795,3/15/20,
1598796,3/12/20,
1598797,3/13/20,
1598798,3/25/20,
1598799,3/14/20,
1598800,3/12/20,
1598801,3/13/20,
1598802,4/15/20,
1598803,3/20/20,
1598804,4/17/20,
1598805,4/23/20,
1598806,3/14/20,
1598807,3/14/20,
1598808,4/17/20,
1598809,4/15/20,
1598810,3/13/20,
1598811,3/25/20,
1598812,4/21/20,
1598813,4/18/20,
1598814,3/15/20,
1598815,3/10/20,
1598816,4/13/20,
1598817,3/12/20,
1598818,5/1/20,
1598819,4/2/20,
1598820,3/13/20,
1598821,3/23/20,
1598822,3/12/20,
1598823,3/13/20,
1598824,3/17/20,
1598825,3/15/20,
1598826,3/19/20,
1598827,3/15/20,
1598828,4/2/20,
1598829,3/12/20,
1598830,3/14/20,
1598831,3/16/20,
1598832,3/24/20,
1598833,3/13/20,
1598834,3/11/20,
1598835,4/20/20,
1598836,3/15/20,
1598837,3/30/20,
1598838,3/14/20,
1598839,3/23/20,
1598840,3/16/20,
1598841,3/9/20,
1598842,3/13/20,
1598843,3/19/20,
1598844,3/12/20,
1598845,3/13/20,
1598846,3/17/20,
1598847,4/21/20,
1598848,3/9/20,
1598849,3/15/20,
1598850,3/13/20,
1598851,3/11/20,
1598852,3/9/20,
1598853,3/12/20,
1598854,3/13/20,
1598855,3/12/20,
1598856,3/9/20,
1598857,3/10/20,
1598858,3/13/20,
1598859,3/13/20,
1598860,4/30/20,
1598861,3/15/20,
1598862,3/14/20,
1598863,3/11/20,
1598864,3/15/20,
1598865,3/15/20,
1598866,3/14/20,
1598867,3/18/20,
1598868,3/24/20,
1598869,3/12/20,
1598870,3/12/20,
1598871,3/13/20,
1598872,3/23/20,
1598873,3/14/20,
1598874,4/11/20,
1598875,3/15/20,
1598876,3/18/20,
1598877,3/27/20,
1598878,3/16/20,
1598879,3/18/20,
1598880,3/14/20,
1598881,3/16/20,
1598882,3/15/20,
1598883,4/5/20,
1598884,3/24/20,
1598885,3/13/20,
1598886,3/16/20,
1598887,3/14/20,
1598888,3/14/20,
1598889,3/16/20,
1598890,3/14/20,
1598891,3/14/20,
1598892,3/14/20,
1598893,4/8/20,
1598894,3/17/20,
1598895,3/14/20,
1598896,3/17/20,
1598897,3/14/20,
1598898,3/27/20,
1598899,3/16/20,
1598900,3/14/20,
1598901,4/13/20,
1598902,3/16/20,
1598903,3/15/20,
1598904,3/18/20,
1598905,3/22/20,
1598906,4/30/20,
1598907,3/13/20,
1598908,3/15/20,
1598909,3/21/20,
1556763,4/18/20,
1579202,3/21/20,
1571941,3/16/20,
1547951,4/10/20,
1543259,4/29/20,
1542132,4/22/20,
1580451,3/16/20,
1576601,3/16/20,
1598910,3/16/20,
1585603,3/22/20,
1584745,3/18/20,
1579062,3/19/20,
1585037,3/16/20,
1578214,3/20/20,
1575349,3/17/20,
1582834,4/14/20,
1573224,3/20/20,
1578049,3/17/20,
1575936,3/18/20,
1573222,3/16/20,
1572040,3/16/20,
1572320,3/17/20,
1577983,3/17/20,
1583029,3/17/20,
1575840,3/16/20,
1584876,3/22/20,
1577934,3/18/20,
1579154,3/19/20,
1575945,3/16/20,
1576600,3/19/20,
1582893,3/20/20,
1573160,3/17/20,
1585030,3/18/20,
1578918,3/19/20,
1575828,3/17/20,
1577915,3/22/20,
1576558,3/17/20,
1579862,3/17/20,
1583246,3/18/20,
1576923,3/17/20,
1581335,3/16/20,
1577862,3/17/20,
1572552,3/23/20,
1581039,3/19/20,
1579394,4/25/20,
1573235,3/22/20,
1577607,3/19/20,
1580239,3/23/20,
1577536,3/19/20,
1581090,3/24/20,
1578208,3/19/20,
1576496,3/16/20,
1579950,3/25/20,
1579153,3/21/20,
1572556,3/20/20,
1576851,3/26/20,
1576865,3/20/20,
1572551,3/21/20,
1578144,3/26/20,
1552135,4/22/20,
1571995,3/20/20,
1572597,3/19/20,
1598911,3/17/20,
1547947,4/1/20,
1584075,3/29/20,
1577935,3/23/20,
1573158,3/23/20,
1576459,3/28/20,
1598912,3/27/20,
1578204,3/24/20,
1572648,4/27/20,
1572041,3/28/20,
1598913,3/27/20,
1579459,3/26/20,
1572038,3/25/20,
1554058,4/3/20,
1598914,3/23/20,
1573157,3/24/20,
1540388,4/8/20,
1576599,3/23/20,
1537853,4/1/20,
1598915,3/21/20,
1548629,4/2/20,
1577482,3/23/20,
1579557,3/23/20,
1550875,4/3/20,
1586994,3/23/20,
1586759,3/31/20,
1580564,3/25/20,
1580510,3/23/20,
1586898,3/23/20,
1579684,3/22/20,
1584847,3/23/20,
1581321,3/25/20,
1538855,4/8/20,
1575934,3/26/20,
1581338,3/31/20,
1535644,4/7/20,
1576300,3/24/20,
1581617,3/21/20,
1580509,3/25/20,
1587193,3/23/20,
1572452,3/26/20,
1598916,3/27/20,
1559280,3/24/20,
1584190,3/24/20,
1534727,4/20/20,
1581800,3/24/20,
1584120,3/25/20,
1579199,3/23/20,
1581002,3/30/20,
1552094,4/9/20,
1598917,3/27/20,
1578790,4/30/20,
1572146,3/23/20,
1582261,3/24/20,
1572039,3/23/20,
1555481,4/16/20,
1580402,3/27/20,
1533260,5/1/20,
1576460,3/23/20,
1572037,4/4/20,
1581690,4/1/20,
1583150,5/1/20,
1571991,3/25/20,
1582260,3/27/20,
1578209,3/26/20,
1582813,3/24/20,
1598918,3/28/20,
1573077,3/24/20,
1578227,3/23/20,
1573127,3/23/20,
1580238,3/26/20,
1582870,3/24/20,
1584437,3/23/20,
1583269,3/29/20,
1578146,3/28/20,
1534139,4/10/20,
1585608,3/27/20,
1572321,3/27/20,
1598919,3/25/20,
1572043,4/1/20,
1575927,3/26/20,
1572257,3/26/20,
1535993,4/7/20,
1584307,3/26/20,
1579572,3/24/20,
1571990,3/30/20,
1572264,3/26/20,
1584584,3/24/20,
1571992,3/27/20,
1578212,3/24/20,
1531860,4/10/20,
1578205,3/25/20,
1598920,3/25/20,
1577938,3/25/20,
1578188,3/24/20,
1583713,3/24/20,
1582262,3/27/20,
1576825,3/29/20,
1584076,3/26/20,
1548903,4/9/20,
1572517,3/25/20,
1598921,4/6/20,
1598922,4/10/20,
1598923,4/25/20,
1598924,3/21/20,
1598925,3/27/20,
1598926,4/27/20,
1598927,4/1/20,
1598928,4/6/20,
1598929,3/14/20,
1598930,3/23/20,
1598931,4/6/20,
1598932,4/9/20,
1598933,4/3/20,
1598934,4/21/20,
1598935,4/14/20,
1598936,4/30/20,
1598937,4/4/20,
1598938,4/29/20,
1598939,4/1/20,
1598940,4/20/20,
1598941,4/15/20,
1598942,3/19/20,
1598943,4/24/20,
1598944,4/23/20,
1598945,4/22/20,
1598946,3/23/20,
1598947,4/4/20,
1598948,3/25/20,
1598949,4/27/20,
1598950,4/1/20,
1598951,3/14/20,
1598952,3/12/20,
1598953,3/24/20,
1598954,4/21/20,
1598955,4/21/20,
1598956,4/16/20,
1598957,4/11/20,
1598958,3/24/20,
1598959,3/12/20,
1598960,3/23/20,
1598961,4/29/20,
1598962,3/16/20,
1598963,4/23/20,
1598964,3/31/20,
1598965,3/21/20,
1598966,3/13/20,
1598967,4/15/20,
1598968,4/29/20,
1598969,5/1/20,
1598970,4/24/20,
1598971,4/30/20,
1598972,4/15/20,
1598973,4/14/20,
1598974,4/6/20,
1598975,4/2/20,
1598976,4/2/20,
1598977,3/24/20,
1598978,3/16/20,
1598979,4/7/20,
1598980,4/21/20,
1598981,4/6/20,
1598982,4/15/20,
1598983,4/17/20,
1598984,4/13/20,
1598985,3/23/20,
1598986,4/28/20,
1598987,4/18/20,
1598988,4/25/20,
1598989,4/1/20,
1598990,4/11/20,
1598991,3/13/20,
1598992,3/18/20,
1598993,4/29/20,
1598994,4/14/20,
1598995,3/19/20,
1598996,3/17/20,
1598997,3/18/20,
1598998,4/17/20,
1598999,4/27/20,
1599000,4/18/20,
1599001,3/31/20,
1599002,3/13/20,
1599003,4/22/20,
1599004,4/5/20,
1599005,4/25/20,
1599006,3/31/20,
1599007,3/9/20,
1599008,4/11/20,
1599009,4/11/20,
1599010,4/14/20,
1599011,4/17/20,
1599012,3/25/20,
1599013,4/15/20,
1599014,3/20/20,
1599015,3/11/20,
1599016,3/12/20,
1599017,3/31/20,
1599018,4/28/20,
1599019,4/14/20,
1599020,4/17/20,
1599021,4/13/20,
1599022,3/26/20,
1599023,3/17/20,
1599024,4/20/20,
1599025,3/31/20,
1599026,4/21/20,
1599027,4/4/20,
1599028,4/5/20,
1599029,3/13/20,
1599030,3/30/20,
1599031,4/1/20,
1599032,4/6/20,
1599033,4/25/20,
1599034,4/20/20,
1599035,4/13/20,
1599036,3/18/20,
1599037,3/13/20,
1599038,4/21/20,
1599039,4/5/20,
1599040,3/29/20,
1599041,4/21/20,
1599042,4/10/20,
1599043,3/10/20,
1599044,3/21/20,
1599045,4/16/20,
1599046,4/10/20,
1599047,4/21/20,
1599048,3/10/20,
1599049,4/21/20,
1599050,3/19/20,
1599051,4/15/20,
1599052,3/11/20,
1599053,4/21/20,
1599054,3/25/20,
1599055,4/17/20,
1599056,3/27/20,
1599057,4/6/20,
1599058,4/21/20,
1599059,4/16/20,
1599060,3/25/20,
1599061,4/22/20,
1599062,4/27/20,
1599063,4/22/20,
1599064,4/26/20,
1599065,3/21/20,
1599066,3/28/20,
1599067,3/12/20,
1599068,4/22/20,
1599069,4/10/20,
1599070,4/20/20,
1599071,3/31/20,
1599072,3/21/20,
1599073,4/17/20,
1599074,4/25/20,
1599075,3/10/20,
1599076,4/20/20,
1599077,4/26/20,
1599078,4/26/20,
1599079,4/24/20,
1599080,3/25/20,
1599081,3/20/20,
1599082,3/24/20,
1599083,4/6/20,
1599084,3/24/20,
1599085,4/20/20,
1599086,3/24/20,
1599087,3/12/20,
1599088,4/11/20,
1599089,4/21/20,
1599090,3/31/20,
1599091,3/23/20,
1599092,3/13/20,
1599093,4/20/20,
1599094,4/30/20,
1599095,4/30/20,
1599096,3/9/20,
1599097,3/25/20,
1599098,3/24/20,
1599099,3/20/20,
1599100,3/12/20,
1599101,4/16/20,
1599102,4/22/20,
1599103,4/2/20,
1599104,4/30/20,
1599105,4/13/20,
1599106,4/9/20,
1599107,4/1/20,
1599108,3/10/20,
1599109,4/16/20,
1599110,4/1/20,
1599111,4/29/20,
1599112,4/5/20,
1599113,3/21/20,
1599114,3/25/20,
1599115,4/24/20,
1599116,3/30/20,
1599117,3/12/20,
1599118,3/14/20,
1599119,4/30/20,
1599120,4/21/20,
1599121,4/21/20,
1599122,4/20/20,
1599123,3/15/20,
1599124,3/22/20,
1599125,3/16/20,
1599126,5/1/20,
1599127,4/28/20,
1599128,4/11/20,
1599129,4/15/20,
1599130,4/29/20,
1599131,4/28/20,
1599132,4/20/20,
1599133,3/30/20,
1599134,4/29/20,
1599135,3/16/20,
1599136,3/24/20,
1599137,3/11/20,
1599138,3/17/20,
1599139,4/16/20,
1599140,4/17/20,
1599141,4/11/20,
1599142,4/10/20,
1599143,3/16/20,
1599144,4/24/20,
1599145,4/6/20,
1599146,4/29/20,
1599147,4/28/20,
1599148,3/30/20,
1599149,3/14/20,
1599150,4/6/20,
1599151,4/24/20,
1599152,4/29/20,
1599153,4/24/20,
1599154,4/11/20,
1599155,4/9/20,
1599156,4/30/20,
1599157,3/19/20,
1599158,3/26/20,
1599159,3/31/20,
1599160,3/30/20,
1599161,4/24/20,
1599162,3/14/20,
1599163,4/13/20,
1599164,4/10/20,
1599165,4/14/20,
1599166,3/26/20,
1599167,4/2/20,
1599168,3/30/20,
1599169,4/14/20,
1599170,3/10/20,
1599171,3/12/20,
1599172,3/10/20,
1599173,3/10/20,
1599174,3/11/20,
1599175,4/6/20,
1599176,4/25/20,
1599177,3/19/20,
1599178,4/30/20,
1599179,4/30/20,
1599180,4/20/20,
1572598,3/24/20,
1550672,4/16/20,
1586387,4/3/20,
1586655,3/24/20,
1599181,3/31/20,
1535871,4/17/20,
1545295,4/11/20,
1575922,3/30/20,
1555056,4/23/20,
1576948,3/28/20,
1579861,3/28/20,
1572600,4/1/20,
1573198,3/28/20,
1584878,4/5/20,
1583279,3/29/20,
1584630,4/2/20,
1554910,4/12/20,
1587332,3/31/20,
1585472,3/31/20,
1599182,3/30/20,
1572555,3/30/20,
1547404,4/6/20,
1583632,4/3/20,
1572042,4/1/20,
1557984,3/30/20,
1575925,3/31/20,
1585840,3/28/20,
1542370,4/9/20,
1536810,4/10/20,
1547091,4/17/20,
1575844,3/27/20,
1580745,3/29/20,
1551659,4/8/20,
1578919,3/28/20,
1555071,4/11/20,
1571764,3/31/20,
1584797,4/1/20,
1542487,4/15/20,
1547772,4/13/20,
1582420,4/4/20,
1572044,3/27/20,
1576852,3/31/20,
1573126,4/2/20,
1576530,3/28/20,
1578207,3/30/20,
1583441,4/4/20,
1577913,3/30/20,
1573155,3/30/20,
1573195,3/28/20,
1599183,4/6/20,
1599184,4/9/20,
1581048,4/2/20,
1576649,3/30/20,
1577126,3/28/20,
1586878,3/28/20,
1578923,4/10/20,
1576646,3/30/20,
1584791,3/30/20,
1572509,4/3/20,
1572143,4/1/20,
1599185,4/3/20,
1576659,3/30/20,
1584715,4/9/20,
1577917,4/1/20,
1599186,4/11/20,
1534600,4/23/20,
1578202,3/31/20,
1577157,4/2/20,
1599187,3/31/20,
1551335,4/16/20,
1584846,3/30/20,
1576330,3/30/20,
1582577,3/30/20,
1585601,4/1/20,
1599188,4/10/20,
1577867,4/4/20,
1578169,3/30/20,
1572650,4/1/20,
1585488,4/5/20,
1578226,3/31/20,
1580681,4/2/20,
1577803,4/3/20,
1579198,4/9/20,
1575938,3/31/20,
1572119,4/2/20,
1581034,3/31/20,
1577939,4/10/20,
1586051,4/3/20,
1577864,4/2/20,
1572510,4/1/20,
1581564,3/31/20,
1533334,4/17/20,
1599189,4/5/20,
1579683,4/2/20,
1599190,4/18/20,
1580565,4/6/20,
1579694,4/1/20,
1576938,4/1/20,
1585561,4/1/20,
1566881,4/5/20,
1542692,4/16/20,
1599191,3/31/20,
1582045,4/7/20,
1578167,3/31/20,
1578922,3/31/20,
1578220,4/4/20,
1584795,4/10/20,
1576850,4/7/20,
1540830,5/1/20,
1587208,4/6/20,
1572118,4/4/20,
1582732,4/6/20,
1584655,4/4/20,
1576858,4/10/20,
1578400,4/7/20,
1577159,4/6/20,
1580608,4/7/20,
1577830,4/9/20,
1577936,4/6/20,
1551122,4/20/20,
1581103,4/9/20,
1581334,4/10/20,
1582109,4/8/20,
1539695,4/16/20,
1537806,4/20/20,
1585646,4/6/20,
1575839,4/9/20,
1572075,4/6/20,
1581632,4/6/20,
1579195,4/6/20,
1583033,4/7/20,
1578213,4/3/20,
1581643,4/10/20,
1580682,4/8/20,
1599192,4/9/20,
1579156,4/4/20,
1572142,4/6/20,
1551558,4/16/20,
1546830,4/20/20,
1583620,4/13/20,
1587027,4/3/20,
1599193,4/8/20,
1585774,4/6/20,
1580529,4/9/20,
1581798,4/6/20,
1572513,4/7/20,
1585704,4/6/20,
1532909,4/26/20,
1573234,4/6/20,
1582728,4/7/20,
1599194,4/12/20,
1583433,4/14/20,
1599195,4/15/20,
1577167,4/13/20,
1571993,4/8/20,
1585140,4/18/20,
1583368,4/9/20,
1599196,4/9/20,
1584702,4/9/20,
1537759,4/27/20,
1580506,4/8/20,
1579158,4/9/20,
1577166,4/11/20,
1583105,4/10/20,
1577991,4/11/20,
1581005,4/7/20,
1531704,4/11/20,
1599197,4/9/20,
1576871,4/12/20,
1536260,4/24/20,
1576607,4/11/20,
1582847,4/9/20,
1576925,4/12/20,
1599198,4/29/20,
1572076,4/15/20,
1583835,4/17/20,
1576926,4/7/20,
1585947,4/15/20,
1578142,4/19/20,
1577914,4/8/20,
1575926,4/9/20,
1556689,4/25/20,
1576866,4/7/20,
1583812,4/19/20,
1581007,4/9/20,
1585440,4/17/20,
1581393,4/14/20,
1572454,4/17/20,
1581051,4/15/20,
1576529,4/14/20,
1586553,4/14/20,
1584950,4/14/20,
1539388,4/22/20,
1549642,5/1/20,
1551873,4/23/20,
1582639,4/14/20,
1573231,4/14/20,
1584774,4/14/20,
1580508,4/14/20,
1582848,4/15/20,
1578909,4/14/20,
1599199,4/16/20,
1538365,4/20/20,
1540954,4/24/20,
1581049,4/14/20,
1550547,4/23/20,
1581037,4/14/20,
1599200,4/18/20,
1599201,4/19/20,
1534470,4/21/20,
1577940,4/15/20,
1599202,4/14/20,
1585077,4/13/20,
1545953,4/20/20,
1576867,4/13/20,
1599203,4/18/20,
1586575,4/13/20,
1550168,4/28/20,
1579968,4/19/20,
1586389,4/15/20,
1580822,4/17/20,
1580821,4/21/20,
1577968,4/14/20,
1599204,4/25/20,
1581875,4/24/20,
1581568,4/16/20,
1581618,4/14/20,
1599205,4/15/20,
1599206,4/21/20,
1582640,4/16/20,
1577158,4/15/20,
1582935,4/15/20,
1599207,4/15/20,
1599208,4/14/20,
1581718,4/16/20,
1599209,4/22/20,
1581799,4/14/20,
1575920,4/14/20,
1585360,4/17/20,
1599210,4/21/20,
1577865,4/16/20,
1576928,4/21/20,
1582716,4/14/20,
1581569,4/16/20,
1572553,4/16/20,
1599211,4/20/20,
1573196,4/17/20,
1585368,4/22/20,
1599212,4/24/20,
1576658,4/21/20,
1586538,4/20/20,
1599213,4/16/20,
1585139,4/16/20,
1578215,4/20/20,
1572149,4/18/20,
1579203,4/16/20,
1585543,4/13/20,
1599214,4/21/20,
1581391,4/17/20,
1579206,4/25/20,
1599215,4/14/20,
1582872,4/16/20,
1585410,4/15/20,
1582881,4/14/20,
1599216,4/22/20,
1585071,4/15/20,
1576868,4/18/20,
1586468,4/21/20,
1582723,4/15/20,
1579561,4/16/20,
1599217,4/21/20,
1585932,4/26/20,
1599218,4/24/20,
1599219,4/24/20,
1585986,5/1/20,
1581053,4/20/20,
1599220,4/21/20,
1599221,5/1/20,
1599222,4/21/20,
1599223,4/21/20,
1583104,4/21/20,
1599224,4/18/20,
1599225,4/20/20,
1599226,4/14/20,
1599227,4/19/20,
1599228,4/21/20,
1599229,4/23/20,
1599230,4/22/20,
1585114,4/14/20,
1599231,4/22/20,
1599232,4/20/20,
1599233,4/22/20,
1599234,4/24/20,
1582219,4/20/20,
1599235,4/21/20,
1585124,4/21/20,
1599236,4/20/20,
1599237,4/23/20,
1599238,4/25/20,
1599239,4/18/20,
1585872,4/26/20,
1585859,4/20/20,
1599240,4/22/20,
1599241,4/22/20,
1599242,4/24/20,
1582421,4/21/20,
1599243,4/21/20,
1578917,4/21/20,
1599244,4/25/20,
1583885,4/28/20,
1583837,4/20/20,
1587062,4/23/20,
1599245,4/21/20,
1599246,4/22/20,
1599247,4/24/20,
1599248,4/20/20,
1587249,4/26/20,
1584717,4/23/20,
1585817,4/25/20,
1599249,4/19/20,
1585507,4/23/20,
1599250,4/20/20,
1599251,4/24/20,
1599252,4/19/20,
1599253,4/23/20,
1572512,4/20/20,
1599254,4/24/20,
1585587,4/21/20,
1599255,4/22/20,
1581872,4/20/20,
1599256,4/21/20,
1575842,4/18/20,
1599257,4/21/20,
1578219,4/28/20,
1577168,4/22/20,
1599258,4/24/20,
1599259,4/20/20,
1582734,4/21/20,
1599260,5/1/20,
1599261,4/25/20,
1599262,4/26/20,
1599263,4/23/20,
1599264,4/20/20,
1599265,4/20/20,
1586869,4/20/20,
1599266,4/21/20,
1599267,4/20/20,
1599268,4/18/20,
1599269,4/28/20,
1587123,4/25/20,
1599270,4/25/20,
1584776,4/22/20,
1599271,4/21/20,
1599272,4/25/20,
1577918,4/20/20,
1599273,4/22/20,
1584119,4/20/20,
1599274,4/27/20,
1586635,4/28/20,
1585361,4/27/20,
1585074,4/22/20,
1586858,4/21/20,
1576929,4/27/20,
1576927,4/25/20,
1584571,4/20/20,
1599275,5/1/20,
1581876,4/22/20,
1584716,4/21/20,
1599276,4/30/20,
1599277,4/22/20,
1599278,4/21/20,
1586953,4/21/20,
1599279,4/24/20,
1583459,4/24/20,
1573236,4/24/20,
1599280,4/20/20,
1579924,4/22/20,
1599281,4/20/20,
1580702,4/30/20,
1599282,4/29/20,
1580744,4/20/20,
1599283,4/27/20,
1599284,4/20/20,
1583889,4/20/20,
1587085,4/20/20,
1582724,4/27/20,
1599285,4/23/20,
1578225,4/21/20,
1599286,4/20/20,
1583629,4/21/20,
1582880,4/21/20,
1573230,4/20/20,
1576950,4/18/20,
1581692,4/21/20,
1585450,4/21/20,
1579562,4/21/20,
1585101,4/23/20,
1582378,4/28/20,
1599287,4/20/20,
1582380,4/21/20,
1583631,4/25/20,
1587126,4/21/20,
1582726,4/21/20,
1576532,4/25/20,
1579792,4/20/20,
1599288,4/23/20,
1583106,4/24/20,
1586995,4/21/20,
1581040,4/24/20,
1599289,4/23/20,
1582814,4/24/20,
1599290,4/23/20,
1576611,4/23/20,
1599291,4/28/20,
1599292,4/30/20,
1599293,4/21/20,
1599294,4/25/20,
1573232,4/20/20,
1599295,4/24/20,
1585073,4/23/20,
1586509,4/23/20,
1585544,4/28/20,
1586152,4/26/20,
1573233,4/23/20,
1581050,4/24/20,
1599296,4/24/20,
1586650,5/1/20,
1599297,5/1/20,
1582934,4/23/20,
1583030,4/24/20,
1576458,4/25/20,
1586649,4/21/20,
1599298,4/21/20,
1584377,4/20/20,
1585520,4/25/20,
1599299,4/21/20,
1581616,4/26/20,
1599300,4/27/20,
1586057,4/22/20,
1583718,4/25/20,
1586584,4/24/20,
1599301,4/23/20,
1580683,4/24/20,
1586987,4/28/20,
1599302,4/27/20,
1585993,4/23/20,
1583715,4/21/20,
1586510,4/29/20,
1599303,4/28/20,
1599304,5/1/20,
1581392,4/26/20,
1599305,4/27/20,
1584606,4/27/20,
1572554,4/27/20,
1582725,4/28/20,
1581691,4/28/20,
1585910,4/28/20,
1599306,4/27/20,
1584629,4/27/20,
1599307,4/27/20,
1599308,4/27/20,
1583861,4/25/20,
1582386,4/29/20,
1560109,4/28/20,
1575919,4/24/20,
1599309,4/27/20,
1599310,4/25/20,
1578426,4/27/20,
1599311,4/27/20,
1582682,4/27/20,
1580823,4/27/20,
1580614,4/25/20,
1587359,4/28/20,
1581055,4/28/20,
1599312,4/28/20,
1587185,4/28/20,
1599313,4/28/20,
1576533,4/25/20,
1572647,4/28/20,
1599314,4/27/20,
1599315,4/30/20,
1575921,4/28/20,
1583451,4/27/20,
1599316,4/27/20,
1585471,5/1/20,
1583379,4/27/20,
1577154,4/27/20,
1599317,4/28/20,
1578145,4/27/20,
1599318,4/27/20,
1587163,4/27/20,
1599319,4/29/20,
1577155,4/28/20,
1586677,4/28/20,
1586576,4/27/20,
1586090,4/28/20,
1573237,5/1/20,
1599320,4/27/20,
1580824,4/29/20,
1578143,5/1/20,
1586581,4/28/20,
1599321,4/29/20,
1599322,4/28/20,
1599323,4/29/20,
1599324,4/30/20,
1599325,4/30/20,
1599326,5/1/20,
1599327,5/1/20,
1585369,4/30/20,
1599328,4/30/20,
1599329,4/30/20,
1599330,5/1/20,
1599331,5/1/20,
1599332,5/1/20,
1599333,4/14/20,
1599334,3/14/20,
1599335,3/12/20,
1599336,3/23/20,
1599337,4/6/20,
1599338,3/26/20,
1599339,4/30/20,
1599340,4/20/20,
1599341,3/15/20,
1599342,4/11/20,
1599343,4/12/20,
1599344,4/11/20,
1599345,3/10/20,
1599346,4/6/20,
1599347,4/23/20,
1599348,3/26/20,
1599349,3/19/20,
1599350,4/27/20,
1599351,3/31/20,
1599352,4/28/20,
1599353,4/26/20,
1599354,4/15/20,
1599355,4/8/20,
1599356,3/30/20,
1599357,3/17/20,
1599358,3/30/20,
1599359,4/25/20,
1599360,4/7/20,
1599361,3/30/20,
1599362,4/2/20,
1599363,4/8/20,
1599364,4/20/20,
1599365,4/29/20,
1599366,4/7/20,
1599367,4/27/20,
1599368,3/25/20,
1599369,3/17/20,
1599370,4/2/20,
1599371,4/6/20,
1599372,3/15/20,
1599373,4/7/20,
1599374,3/26/20,
1599375,3/31/20,
1599376,3/13/20,
1599377,3/11/20,
1599378,4/7/20,
1599379,3/17/20,
1599380,3/29/20,
1599381,4/10/20,
1599382,3/11/20,
1599383,3/19/20,
1599384,4/7/20,
1599385,4/22/20,
1599386,4/27/20,
1599387,4/30/20,
1599388,3/25/20,
1599389,4/23/20,
1599390,3/13/20,
1599391,4/10/20,
1599392,4/10/20,
1599393,3/10/20,
1599394,3/14/20,
1599395,4/11/20,
1599396,4/9/20,
1599397,3/10/20,
1599398,3/11/20,
