customer_id,promotion_date,treatment_control
1541027,4/1/20,treatment
1539806,4/1/20,treatment
1549613,4/1/20,treatment
1550062,4/1/20,treatment
1547375,4/1/20,control
1553624,4/1/20,control
1553965,4/1/20,control
1532558,4/1/20,treatment
1552833,4/1/20,treatment
1534959,4/1/20,treatment
1551779,4/1/20,treatment
1538398,4/1/20,treatment
1544893,4/1/20,treatment
1538542,4/1/20,treatment
1557168,4/1/20,control
1541752,4/1/20,treatment
1552607,4/1/20,treatment
1542761,4/1/20,treatment
1552402,4/1/20,treatment
1543206,4/1/20,control
1547433,4/1/20,control
1547973,4/1/20,control
1540497,4/1/20,control
1555406,4/1/20,treatment
1552476,4/1/20,treatment
1555566,4/1/20,treatment
1546903,4/1/20,control
1551306,4/1/20,control
1545416,4/1/20,control
1555763,4/1/20,treatment
1533914,4/1/20,control
1537482,4/1/20,treatment
1537517,4/1/20,treatment
1555441,4/1/20,control
1531483,4/1/20,control
1552414,4/1/20,treatment
1553171,4/1/20,treatment
1531333,4/1/20,control
1532418,4/1/20,control
1534557,4/1/20,control
1532521,4/1/20,control
1535863,4/1/20,control
1549896,4/1/20,treatment
1541461,4/1/20,treatment
1553717,4/1/20,treatment
1531873,4/1/20,treatment
1552334,4/1/20,treatment
1541113,4/1/20,treatment
1540575,4/1/20,treatment
1556342,4/1/20,treatment
1543559,4/1/20,treatment
1537581,4/1/20,treatment
1545050,4/1/20,treatment
1532018,4/1/20,treatment
1540381,4/1/20,treatment
1555750,4/1/20,treatment
1548997,4/1/20,control
1549255,4/1/20,treatment
1541479,4/1/20,treatment
1542632,4/1/20,treatment
1534069,4/1/20,treatment
1548784,4/1/20,treatment
1545085,4/1/20,treatment
1552093,4/1/20,treatment
1533239,4/1/20,treatment
1543467,4/1/20,treatment
1553615,4/1/20,treatment
1536811,4/1/20,control
1551784,4/1/20,treatment
1533605,4/1/20,treatment
1541897,4/1/20,treatment
1536668,4/1/20,treatment
1540172,4/1/20,treatment
1538680,4/1/20,treatment
1535628,4/1/20,control
1548255,4/1/20,treatment
1545938,4/1/20,treatment
1533791,4/1/20,treatment
1550278,4/1/20,treatment
1533499,4/1/20,treatment
1544647,4/1/20,treatment
1557254,4/1/20,control
1538271,4/1/20,control
1548714,4/1/20,treatment
1534089,4/1/20,treatment
1538560,4/1/20,treatment
1543414,4/9/20,treatment
1551730,4/9/20,treatment
1554900,4/9/20,treatment
1541980,4/9/20,treatment
1532914,4/9/20,treatment
1546041,4/9/20,treatment
1541878,4/9/20,treatment
1557175,4/9/20,treatment
1556056,4/9/20,control
1547301,4/9/20,control
1555588,4/9/20,control
1555128,4/9/20,treatment
1532498,4/9/20,treatment
1541848,4/9/20,treatment
1553096,4/9/20,control
1555949,4/9/20,treatment
1553987,4/9/20,treatment
1543049,4/9/20,treatment
1551384,4/9/20,control
1545677,4/9/20,control
1534928,4/9/20,treatment
1545594,4/9/20,control
1532573,4/9/20,control
1555643,4/9/20,control
1532302,4/9/20,treatment
1551446,4/9/20,treatment
1551218,4/9/20,treatment
1546391,4/9/20,treatment
1549793,4/9/20,treatment
1539134,4/9/20,treatment
1531588,4/9/20,treatment
1543969,4/9/20,treatment
1547203,4/9/20,treatment
1532196,4/9/20,treatment
1532571,4/9/20,treatment
1545311,4/9/20,treatment
1547004,4/9/20,control
1542817,4/9/20,treatment
1542260,4/9/20,treatment
1543434,4/9/20,treatment
1555017,4/9/20,treatment
1557071,4/9/20,treatment
1546677,4/9/20,control
1541628,4/9/20,control
1555051,4/9/20,control
1542517,4/9/20,treatment
1551051,4/9/20,treatment
1553788,4/9/20,treatment
1532625,4/9/20,treatment
1554229,4/9/20,treatment
1553633,4/9/20,control
1532997,4/9/20,treatment
1538884,4/9/20,treatment
1532150,4/9/20,control
1545442,4/9/20,control
1546914,4/9/20,treatment
1549975,4/9/20,treatment
1551330,4/9/20,treatment
1552940,4/9/20,treatment
1549174,4/9/20,treatment
1543875,4/9/20,control
1536005,4/9/20,control
1535342,4/9/20,treatment
1541091,4/9/20,treatment
1550203,4/9/20,treatment
1539099,4/9/20,treatment
1539798,4/9/20,control
1543891,4/9/20,treatment
1542236,4/9/20,treatment
1545727,4/9/20,treatment
1551778,4/9/20,treatment
1532428,4/9/20,treatment
1544978,4/9/20,control
1533263,4/9/20,control
1536267,4/9/20,control
1545842,4/9/20,treatment
1534105,4/9/20,treatment
1537057,4/9/20,treatment
1549924,4/9/20,treatment
1539779,4/9/20,control
1553748,4/9/20,control
1537844,4/9/20,control
1548883,4/9/20,control
1541783,4/9/20,treatment
1534379,4/9/20,treatment
1540072,4/9/20,treatment
1535453,4/9/20,treatment
1537727,4/9/20,treatment
1538500,4/9/20,treatment
1548650,4/9/20,treatment
1555204,4/9/20,treatment
1542857,4/9/20,control
1532335,4/9/20,control
1549812,4/9/20,control
1555480,4/9/20,treatment
1552380,4/9/20,treatment
1544988,4/9/20,control
1539911,4/9/20,treatment
1555694,4/9/20,treatment
1538479,4/9/20,treatment
1540523,4/9/20,control
1551265,4/9/20,treatment
1557291,4/9/20,treatment
1538187,4/9/20,treatment
1544466,4/9/20,treatment
1541511,4/9/20,control
1533764,4/9/20,treatment
1539084,4/9/20,treatment
1537544,4/9/20,treatment
1533200,4/9/20,treatment
1555013,4/9/20,control
1534952,4/9/20,control
1541694,4/9/20,treatment
1543101,4/9/20,treatment
1534629,4/9/20,treatment
1534932,4/9/20,treatment
1548654,4/9/20,control
1538990,4/9/20,control
1536609,4/9/20,treatment
1546578,4/9/20,treatment
1544227,4/9/20,treatment
1555169,4/9/20,treatment
1543655,4/9/20,treatment
1545889,4/9/20,treatment
1541188,4/9/20,treatment
1536961,4/9/20,treatment
1541487,4/9/20,treatment
1535664,4/9/20,treatment
1549576,4/9/20,treatment
1551164,4/9/20,treatment
1531784,4/9/20,treatment
1535266,4/9/20,treatment
1546337,4/9/20,control
1541762,4/9/20,treatment
1550678,4/9/20,control
1538028,4/9/20,control
1532533,4/9/20,control
1548872,4/9/20,treatment
1532270,4/9/20,treatment
1543671,4/9/20,treatment
1552582,4/9/20,treatment
1537430,4/9/20,treatment
1546568,4/9/20,treatment
1541045,4/9/20,treatment
1542547,4/9/20,treatment
1554606,4/9/20,treatment
1545028,4/9/20,treatment
1554992,4/9/20,control
1551813,4/9/20,control
1555395,4/9/20,treatment
1546130,4/9/20,treatment
1554742,4/9/20,treatment
1542311,4/9/20,treatment
1534474,4/9/20,treatment
1553619,4/9/20,treatment
1531430,4/9/20,treatment
1550293,4/9/20,treatment
1532726,4/9/20,treatment
1554097,4/9/20,treatment
1532221,4/9/20,treatment
1543620,4/9/20,treatment
1555833,4/9/20,control
1552468,4/9/20,control
1548033,4/9/20,treatment
1534864,4/9/20,treatment
1553234,4/9/20,treatment
1538430,4/9/20,treatment
1538217,4/9/20,treatment
1541648,4/9/20,treatment
1553509,4/9/20,control
1550088,4/9/20,control
1533584,4/9/20,treatment
1543759,4/9/20,treatment
1545964,4/9/20,treatment
1535910,4/9/20,control
1541501,4/9/20,treatment
1541870,4/9/20,treatment
1546493,4/9/20,treatment
1540663,4/9/20,treatment
1554242,4/9/20,treatment
1557277,4/9/20,control
1553612,4/9/20,control
1547134,4/9/20,control
1531925,4/9/20,treatment
1550040,4/9/20,treatment
1540365,4/9/20,treatment
1533419,4/9/20,treatment
1556733,4/9/20,treatment
1545932,4/9/20,control
1549222,4/9/20,control
1537722,4/9/20,control
1537016,4/9/20,control
1546275,4/9/20,treatment
1554794,4/9/20,treatment
1535621,4/9/20,treatment
1538497,4/9/20,treatment
1554477,4/9/20,treatment
1548918,4/9/20,treatment
1550013,4/9/20,treatment
1540856,4/9/20,treatment
1543795,4/9/20,treatment
1532073,4/9/20,treatment
1550257,4/9/20,treatment
1535358,4/9/20,treatment
1543691,4/9/20,treatment
1531965,4/9/20,treatment
1542907,4/9/20,control
1548713,4/9/20,control
1538951,4/9/20,control
1549529,4/9/20,treatment
1535042,4/9/20,treatment
1536291,4/9/20,treatment
1538696,4/9/20,control
1555371,4/9/20,control
1532255,4/9/20,treatment
1535276,4/9/20,treatment
1537486,4/9/20,treatment
1541717,4/9/20,treatment
1546042,4/9/20,treatment
1543248,4/9/20,treatment
1550041,4/9/20,treatment
1555249,4/9/20,treatment
1533522,4/9/20,control
1538805,4/9/20,treatment
1536395,4/9/20,control
1555519,4/9/20,treatment
1536766,4/9/20,control
1551309,4/9/20,control
1543595,4/9/20,treatment
1548999,4/9/20,treatment
1543130,4/9/20,treatment
1537958,4/9/20,control
1540838,4/9/20,treatment
1533040,4/9/20,treatment
1543012,4/9/20,treatment
1531795,4/9/20,treatment
1545297,4/9/20,control
1548372,4/9/20,control
1552950,4/9/20,control
1547771,4/9/20,control
1535740,4/9/20,control
1541425,4/9/20,control
1535035,4/9/20,treatment
1553192,4/9/20,treatment
1540937,4/9/20,control
1551934,4/9/20,treatment
1534420,4/9/20,treatment
1546026,4/9/20,treatment
1534279,4/9/20,control
1551630,4/9/20,treatment
1553403,4/9/20,treatment
1538714,4/9/20,treatment
1556573,4/9/20,treatment
1538616,4/9/20,treatment
1550921,4/9/20,treatment
1556290,4/9/20,treatment
1552421,4/9/20,treatment
1554790,4/9/20,treatment
1546437,4/9/20,treatment
1548698,4/9/20,treatment
1540931,4/9/20,control
1555889,4/9/20,control
1548355,4/9/20,control
1533993,4/9/20,control
1544601,4/9/20,control
1547199,4/9/20,treatment
1546303,4/9/20,control
1532739,4/9/20,treatment
1534794,4/9/20,treatment
1535385,4/9/20,treatment
1550843,4/9/20,treatment
1552161,4/9/20,control
1542575,4/9/20,treatment
1540664,4/9/20,treatment
1555213,4/9/20,treatment
1555913,4/9/20,treatment
1548930,4/9/20,treatment
1557218,4/9/20,treatment
1532605,4/9/20,treatment
1534577,4/9/20,treatment
1544325,4/9/20,treatment
1551855,4/9/20,treatment
1542950,4/9/20,control
1541180,4/9/20,control
1552773,4/9/20,treatment
1557133,4/9/20,treatment
1540711,4/9/20,control
1546629,4/9/20,control
1533783,4/9/20,control
1554486,4/9/20,control
1532237,4/9/20,treatment
1547803,4/9/20,treatment
1550784,4/9/20,treatment
1542749,4/9/20,treatment
1537492,4/9/20,treatment
1541695,4/9/20,treatment
1552642,4/9/20,treatment
1538630,4/9/20,treatment
1539704,4/9/20,treatment
1554345,4/9/20,treatment
1544343,4/9/20,treatment
1535894,4/9/20,treatment
1551115,4/9/20,treatment
1535480,4/9/20,treatment
1556214,4/9/20,treatment
1545365,4/9/20,treatment
1537950,4/9/20,control
1539539,4/9/20,control
1546405,4/9/20,treatment
1555231,4/9/20,treatment
1531788,4/9/20,treatment
1546305,4/9/20,treatment
1534318,4/9/20,treatment
1551898,4/9/20,control
1550982,4/9/20,control
1535311,4/9/20,treatment
1534939,4/9/20,treatment
1556262,4/9/20,treatment
1556607,4/9/20,treatment
1553921,4/9/20,control
1552010,4/9/20,control
1538927,4/9/20,control
1538259,4/9/20,control
1548982,4/9/20,treatment
1541155,4/9/20,control
1544137,4/9/20,control
1537400,4/9/20,control
1556588,4/9/20,treatment
1543896,4/9/20,treatment
1541179,4/9/20,treatment
1546530,4/9/20,treatment
1546946,4/9/20,treatment
1537507,4/9/20,treatment
1551154,4/9/20,treatment
1545287,4/9/20,treatment
1539223,4/9/20,control
1542243,4/9/20,control
1549699,4/9/20,control
1539922,4/9/20,treatment
1535279,4/9/20,treatment
1554858,4/9/20,treatment
1534894,4/9/20,control
1543641,4/9/20,control
1532465,4/9/20,control
1539371,4/9/20,control
1550069,4/9/20,control
1534395,4/9/20,treatment
1533671,4/9/20,control
1550451,4/9/20,control
1555717,4/9/20,control
1537207,4/9/20,treatment
1541119,4/9/20,treatment
1553588,4/9/20,treatment
1537078,4/9/20,treatment
1532675,4/9/20,treatment
1540152,4/9/20,control
1539138,4/9/20,control
1541323,4/9/20,control
1546804,4/9/20,control
1555178,4/9/20,treatment
1552884,4/9/20,treatment
1543360,4/9/20,treatment
1537127,4/9/20,treatment
1548435,4/9/20,treatment
1539720,4/9/20,treatment
1549382,4/9/20,treatment
1548079,4/9/20,control
1552264,4/9/20,control
1544101,4/9/20,treatment
1540946,4/9/20,treatment
1546078,4/9/20,treatment
1533395,4/9/20,treatment
1541834,4/9/20,treatment
1542321,4/9/20,treatment
1550478,4/9/20,treatment
1557132,4/9/20,control
1554711,4/9/20,control
1548414,4/9/20,control
1543202,4/9/20,control
1540792,4/9/20,treatment
1548560,4/9/20,treatment
1540353,4/9/20,treatment
1531726,4/9/20,treatment
1531584,4/9/20,treatment
1535343,4/9/20,treatment
1536637,4/9/20,treatment
1551425,4/9/20,treatment
1541404,4/9/20,treatment
1540522,4/9/20,treatment
1553506,4/9/20,treatment
1549775,4/9/20,treatment
1531862,4/9/20,treatment
1551810,4/9/20,treatment
1538124,4/9/20,control
1539608,4/9/20,control
1546423,4/9/20,control
1544631,4/9/20,control
1544631,4/9/20,control
1540368,4/9/20,control
1554057,4/9/20,treatment
1543056,4/9/20,treatment
1554910,4/9/20,treatment
1543268,4/9/20,treatment
1549797,4/9/20,treatment
1550577,4/9/20,treatment
1552266,4/9/20,treatment
1553235,4/9/20,treatment
1537906,4/9/20,treatment
1544314,4/9/20,treatment
1548696,4/9/20,control
1552377,4/9/20,control
1533122,4/9/20,treatment
1541575,4/9/20,treatment
1553136,4/9/20,treatment
1541723,4/9/20,treatment
1551443,4/9/20,treatment
1551856,4/9/20,treatment
1531422,4/9/20,treatment
1540895,4/9/20,treatment
1536664,4/9/20,control
1538474,4/9/20,control
1549123,4/9/20,treatment
1548676,4/9/20,control
1540518,4/9/20,control
1552804,4/9/20,treatment
1548363,4/9/20,treatment
1552932,4/9/20,treatment
1544138,4/9/20,treatment
1555958,4/9/20,treatment
1539768,4/9/20,control
1547594,4/9/20,control
1546817,4/9/20,control
1534509,4/9/20,treatment
1531911,4/9/20,treatment
1550700,4/9/20,treatment
1550399,4/9/20,treatment
1550526,4/9/20,control
1552009,4/9/20,control
1549723,4/9/20,control
1550085,4/9/20,treatment
1554653,4/9/20,treatment
1533392,4/9/20,treatment
1556477,4/9/20,treatment
1541160,4/9/20,treatment
1541234,4/9/20,treatment
1538006,4/9/20,control
1542895,4/9/20,control
1544261,4/9/20,treatment
1544108,4/9/20,treatment
1541098,4/9/20,treatment
1543922,4/9/20,control
1538659,4/9/20,control
1536277,4/9/20,treatment
1552937,4/9/20,treatment
1542214,4/9/20,control
1551054,4/9/20,control
1544973,4/9/20,control
1555237,4/9/20,control
1537485,4/9/20,control
1550426,4/9/20,treatment
1546734,4/9/20,treatment
1554101,4/9/20,treatment
1554705,4/9/20,control
1549039,4/9/20,control
1552068,4/9/20,treatment
1557339,4/9/20,treatment
1532903,4/9/20,treatment
1545721,4/9/20,treatment
1543774,4/9/20,control
1556765,4/9/20,control
1538977,4/9/20,control
1556249,4/9/20,control
1551472,4/9/20,control
1531871,4/9/20,control
1544584,4/9/20,control
1545652,4/9/20,treatment
1535538,4/9/20,treatment
1534567,4/9/20,treatment
1541548,4/9/20,treatment
1534142,4/9/20,treatment
1549552,4/9/20,treatment
1532648,4/9/20,control
1539434,4/9/20,control
1543949,4/9/20,treatment
1537858,4/9/20,treatment
1536482,4/9/20,treatment
1556227,4/9/20,treatment
1538261,4/9/20,treatment
1540695,4/9/20,treatment
1554559,4/9/20,treatment
1538639,4/9/20,treatment
1547373,4/9/20,treatment
1555516,4/9/20,control
1546614,4/9/20,control
1541816,4/9/20,control
1552031,4/9/20,treatment
1551619,4/9/20,treatment
1538284,4/9/20,treatment
1535244,4/9/20,treatment
1535803,4/9/20,treatment
1548144,4/9/20,treatment
1537171,4/9/20,treatment
1544407,4/9/20,control
1538570,4/9/20,treatment
1538275,4/9/20,treatment
1535117,4/9/20,treatment
1532962,4/9/20,treatment
1537002,4/9/20,treatment
1535268,4/9/20,treatment
1541985,4/9/20,treatment
1556395,4/9/20,control
1545432,4/9/20,treatment
1547407,4/9/20,treatment
1539126,4/9/20,treatment
1541348,4/9/20,treatment
1534476,4/9/20,treatment
1532091,4/9/20,treatment
1539104,4/9/20,treatment
1532430,4/9/20,treatment
1531769,4/9/20,treatment
1557137,4/9/20,control
1532157,4/9/20,control
1542791,4/9/20,treatment
1555274,4/9/20,treatment
1550287,4/9/20,treatment
1555225,4/9/20,treatment
1552710,4/9/20,control
1533342,4/9/20,control
1538623,4/9/20,treatment
1553937,4/9/20,treatment
1548119,4/9/20,treatment
1534581,4/9/20,treatment
1539641,4/9/20,treatment
1538084,4/9/20,treatment
1550450,4/9/20,control
1554572,4/9/20,treatment
1554157,4/9/20,treatment
1544634,4/9/20,treatment
1555423,4/9/20,treatment
1551581,4/9/20,treatment
1552477,4/9/20,treatment
1535259,4/9/20,control
1543786,4/9/20,treatment
1537245,4/9/20,treatment
1557232,4/9/20,treatment
1542286,4/9/20,treatment
1550934,4/9/20,treatment
1551682,4/9/20,treatment
1535157,4/9/20,control
1554637,4/9/20,treatment
1544907,4/9/20,treatment
1551288,4/9/20,treatment
1553468,4/9/20,treatment
1549876,4/9/20,treatment
1540783,4/9/20,treatment
1534375,4/9/20,treatment
1556445,4/9/20,treatment
1550842,4/9/20,control
1545602,4/9/20,treatment
1533509,4/9/20,treatment
1547714,4/9/20,treatment
1538242,4/9/20,treatment
1544633,4/9/20,treatment
1536008,4/9/20,treatment
1538114,4/9/20,treatment
1545359,4/9/20,treatment
1540720,4/9/20,treatment
1551572,4/9/20,control
1538097,4/9/20,control
1545769,4/9/20,control
1532089,4/9/20,treatment
1555380,4/9/20,treatment
1545939,4/9/20,control
1545272,4/9/20,control
1532934,4/9/20,control
1546881,4/9/20,treatment
1556509,4/9/20,treatment
1535341,4/9/20,treatment
1538334,4/9/20,treatment
1548155,4/9/20,treatment
1544153,4/9/20,treatment
1548736,4/9/20,treatment
1545294,4/9/20,treatment
1544941,4/9/20,control
1552599,4/9/20,treatment
1557237,4/9/20,treatment
1534061,4/9/20,treatment
1532265,4/9/20,control
1556562,4/9/20,control
1546934,4/9/20,control
1553489,4/9/20,treatment
1541002,4/9/20,treatment
1541041,4/9/20,treatment
1531391,4/9/20,treatment
1548934,4/9/20,treatment
1554840,4/9/20,treatment
1541248,4/9/20,treatment
1544424,4/9/20,treatment
1540604,4/9/20,treatment
1542789,4/9/20,treatment
1548052,4/9/20,treatment
1533730,4/9/20,treatment
1533130,4/9/20,treatment
1540891,4/9/20,control
1549760,4/9/20,control
1550993,4/9/20,control
1534223,4/9/20,treatment
1535795,4/9/20,treatment
1545493,4/9/20,treatment
1532832,4/9/20,treatment
1539267,4/9/20,treatment
1552080,4/9/20,treatment
1535923,4/9/20,control
1551863,4/9/20,treatment
1538410,4/9/20,treatment
1532083,4/9/20,treatment
1541669,4/9/20,treatment
1554041,4/9/20,treatment
1535307,4/9/20,treatment
1546806,4/9/20,control
1535660,4/9/20,control
1538403,4/9/20,treatment
1553289,4/9/20,treatment
1547387,4/9/20,treatment
1547832,4/9/20,treatment
1544090,4/9/20,treatment
1550777,4/9/20,control
1538448,4/9/20,control
1556035,4/9/20,control
1552600,4/9/20,control
1553474,4/9/20,control
1543334,4/9/20,control
1538450,4/9/20,treatment
1555565,4/9/20,treatment
1553613,4/9/20,treatment
1544577,4/9/20,control
1544404,4/9/20,control
1541931,4/9/20,treatment
1533995,4/9/20,treatment
1534490,4/9/20,treatment
1541367,4/9/20,treatment
1542802,4/9/20,treatment
1539182,4/9/20,treatment
1537064,4/9/20,control
1542345,4/9/20,control
1544682,4/9/20,control
1536293,4/9/20,control
1535522,4/9/20,control
1541389,4/9/20,treatment
1556089,4/9/20,treatment
1555384,4/9/20,treatment
1553297,4/9/20,treatment
1556050,4/9/20,treatment
1549188,4/9/20,treatment
1531802,4/9/20,treatment
1551920,4/9/20,treatment
1556728,4/9/20,treatment
1532523,4/9/20,control
1535429,4/9/20,control
1548236,4/9/20,control
1550473,4/9/20,control
1549461,4/9/20,treatment
1551305,4/9/20,treatment
1553323,4/9/20,treatment
1539363,4/9/20,treatment
1544489,4/9/20,control
1556944,4/9/20,control
1542186,4/9/20,treatment
1553786,4/9/20,treatment
1539271,4/9/20,treatment
1535217,4/9/20,control
1541011,4/9/20,control
1537144,4/9/20,control
1544863,4/9/20,control
1550929,4/9/20,control
1536519,4/9/20,treatment
1554529,4/9/20,treatment
1544575,4/9/20,treatment
1555992,4/9/20,treatment
1555672,4/9/20,treatment
1542771,4/9/20,treatment
1535895,4/9/20,treatment
1553203,4/9/20,treatment
1545756,4/9/20,treatment
1544021,4/9/20,control
1532318,4/9/20,treatment
1551226,4/9/20,treatment
1537293,4/9/20,treatment
1540158,4/9/20,treatment
1554364,4/9/20,treatment
1554004,4/9/20,treatment
1532307,4/9/20,treatment
1555965,4/9/20,treatment
1553969,4/9/20,treatment
1545130,4/9/20,treatment
1555185,4/9/20,treatment
1538674,4/9/20,control
1545376,4/9/20,control
1535119,4/9/20,control
1550862,4/9/20,treatment
1534927,4/9/20,treatment
1554406,4/9/20,treatment
1533598,4/9/20,treatment
1550551,4/9/20,control
1547147,4/9/20,control
1547870,4/9/20,control
1553300,4/9/20,treatment
1534945,4/9/20,treatment
1546473,4/9/20,treatment
1538847,4/9/20,treatment
1556873,4/9/20,control
1551157,4/9/20,control
1533954,4/9/20,treatment
1544916,4/9/20,treatment
1554990,4/9/20,treatment
1547397,4/9/20,treatment
1533101,4/9/20,treatment
1555485,4/9/20,treatment
1540626,4/9/20,control
1542546,4/9/20,control
1544087,4/9/20,treatment
1546377,4/9/20,control
1553354,4/9/20,control
1551438,4/9/20,treatment
1549792,4/9/20,treatment
1556346,4/9/20,treatment
1549380,4/9/20,treatment
1556862,4/9/20,treatment
1547136,4/9/20,control
1545424,4/9/20,control
1533790,4/9/20,control
1548678,4/9/20,control
1553600,4/9/20,treatment
1553600,4/9/20,treatment
1554584,4/9/20,treatment
1540044,4/9/20,treatment
1554747,4/9/20,treatment
1538438,4/9/20,treatment
1543917,4/9/20,treatment
1557360,4/9/20,treatment
1554563,4/9/20,treatment
1548447,4/9/20,treatment
1540880,4/9/20,treatment
1545836,4/9/20,treatment
1545641,4/9/20,treatment
1537442,4/9/20,treatment
1542878,4/9/20,treatment
1539698,4/9/20,control
1540181,4/9/20,treatment
1551865,4/9/20,treatment
1542609,4/9/20,treatment
1538627,4/9/20,control
1535716,4/9/20,control
1544786,4/9/20,control
1557314,4/9/20,treatment
1545565,4/9/20,treatment
1533760,4/9/20,treatment
1548444,4/9/20,treatment
1548780,4/9/20,treatment
1545202,4/9/20,control
1539374,4/9/20,control
1534429,4/9/20,control
1540634,4/9/20,control
1539431,4/9/20,treatment
1540494,4/9/20,treatment
1554823,4/9/20,treatment
1550392,4/9/20,treatment
1534070,4/9/20,control
1536247,4/9/20,treatment
1541044,4/9/20,treatment
1556905,4/9/20,treatment
1540290,4/9/20,treatment
1541284,4/9/20,control
1534199,4/9/20,treatment
1553839,4/9/20,treatment
1556420,4/9/20,treatment
1554832,4/9/20,treatment
1545192,4/9/20,treatment
1535318,4/9/20,treatment
1536221,4/9/20,treatment
1540104,4/9/20,control
1535065,4/9/20,treatment
1547506,4/9/20,treatment
1545799,4/9/20,treatment
1549731,4/9/20,treatment
1533563,4/9/20,treatment
1546962,4/9/20,control
1534671,4/9/20,treatment
1553849,4/9/20,treatment
1547361,4/9/20,treatment
1549912,4/9/20,control
1534590,4/9/20,control
1541398,4/9/20,control
1556993,4/9/20,control
1537907,4/9/20,control
1534309,4/9/20,treatment
1531331,4/9/20,treatment
1547999,4/9/20,treatment
1533391,4/9/20,treatment
1536295,4/9/20,treatment
1544878,4/9/20,control
1540210,4/9/20,control
1535677,4/9/20,treatment
1556417,4/9/20,treatment
1534960,4/9/20,treatment
1534976,4/9/20,treatment
1545897,4/9/20,treatment
1550092,4/9/20,treatment
1537658,4/9/20,treatment
1541537,4/9/20,treatment
1536599,4/9/20,control
1535357,4/9/20,treatment
1531563,4/9/20,treatment
1543082,4/9/20,treatment
1536048,4/9/20,treatment
1553231,4/9/20,control
1545835,4/9/20,control
1547722,4/9/20,control
1548382,4/9/20,control
1545465,4/9/20,control
1549532,4/9/20,treatment
1550584,4/9/20,treatment
1540881,4/9/20,treatment
1533825,4/9/20,treatment
1554306,4/9/20,treatment
1548422,4/9/20,treatment
1553542,4/9/20,treatment
1556325,4/9/20,control
1532512,4/9/20,control
1532961,4/9/20,control
1539741,4/9/20,treatment
1551573,4/9/20,treatment
1553408,4/9/20,treatment
1554579,4/9/20,treatment
1539031,4/9/20,control
1536568,4/9/20,control
1531978,4/9/20,treatment
1536651,4/9/20,treatment
1533133,4/9/20,treatment
1557294,4/9/20,treatment
1541109,4/9/20,treatment
1539330,4/9/20,treatment
1539246,4/9/20,control
1536787,4/9/20,control
1549870,4/9/20,treatment
1547132,4/9/20,treatment
1546156,4/9/20,treatment
1544970,4/9/20,treatment
1542268,4/9/20,control
1546780,4/9/20,control
1531678,4/9/20,control
1532768,4/9/20,treatment
1531611,4/9/20,treatment
1556285,4/9/20,treatment
1538876,4/9/20,control
1535782,4/9/20,control
1534234,4/9/20,control
1536207,4/9/20,treatment
1551360,4/9/20,treatment
1544599,4/9/20,treatment
1555372,4/9/20,control
1545656,4/9/20,treatment
1547045,4/9/20,treatment
1539916,4/9/20,treatment
1544074,4/9/20,treatment
1546586,4/9/20,treatment
1546768,4/9/20,treatment
1557399,4/9/20,treatment
1536938,4/9/20,treatment
1554414,4/9/20,treatment
1554048,4/9/20,treatment
1551559,4/9/20,treatment
1548053,4/9/20,treatment
1547622,4/9/20,treatment
1551569,4/9/20,treatment
1537390,4/9/20,treatment
1549313,4/9/20,treatment
1543413,4/9/20,treatment
1533774,4/9/20,treatment
1546326,4/9/20,treatment
1548073,4/9/20,treatment
1548490,4/9/20,control
1555396,4/9/20,treatment
1556614,4/9/20,treatment
1551591,4/9/20,treatment
1541568,4/9/20,treatment
1548263,4/9/20,treatment
1532247,4/9/20,control
1532609,4/9/20,treatment
1556593,4/9/20,treatment
1553677,4/9/20,treatment
1538280,4/9/20,treatment
1550289,4/9/20,control
1549009,4/9/20,treatment
1551431,4/9/20,treatment
1543198,4/9/20,treatment
1546458,4/9/20,control
1545116,4/9/20,control
1556020,4/9/20,control
1532017,4/9/20,control
1549964,4/9/20,treatment
1547310,4/9/20,treatment
1557089,4/9/20,treatment
1540393,4/9/20,control
1538979,4/9/20,control
1553241,4/9/20,treatment
1536181,4/9/20,treatment
1554390,4/9/20,treatment
1540449,4/9/20,treatment
1552548,4/9/20,treatment
1549244,4/9/20,treatment
1548957,4/9/20,treatment
1537340,4/9/20,control
1557062,4/9/20,treatment
1549814,4/9/20,treatment
1538441,4/9/20,treatment
1555300,4/9/20,treatment
1538510,4/9/20,treatment
1532719,4/9/20,treatment
1536453,4/9/20,treatment
1548039,4/9/20,treatment
1546147,4/9/20,treatment
1545818,4/9/20,treatment
1531985,4/9/20,control
1551915,4/9/20,control
1542750,4/9/20,control
1540262,4/9/20,treatment
1549985,4/9/20,control
1532752,4/9/20,control
1544000,4/9/20,treatment
1533532,4/9/20,treatment
1542836,4/9/20,treatment
1553935,4/9/20,treatment
1550619,4/9/20,treatment
1539427,4/9/20,treatment
1550197,4/9/20,treatment
1536624,4/9/20,treatment
1547616,4/9/20,treatment
1541420,4/9/20,control
1550373,4/9/20,treatment
1557162,4/9/20,treatment
1549684,4/9/20,treatment
1545527,4/9/20,control
1534437,4/9/20,treatment
1555901,4/9/20,treatment
1533444,4/9/20,treatment
1555947,4/9/20,treatment
1537964,4/9/20,treatment
1554811,4/9/20,control
1538689,4/9/20,control
1544681,4/9/20,treatment
1541563,4/9/20,treatment
1537703,4/9/20,treatment
1551147,4/9/20,treatment
1548235,4/9/20,treatment
1544762,4/9/20,treatment
